ID,brand,model,vehiclenumber,cost,status,duration
55351,suzuki,,37,36744,,0
55352,suzuki25,,52,20889,,0
55353,bajaj,,30,31532,,0
55354,bajaj1,,23,20603,,0
55355,honda,,40,32051,,0
55356,suzuki,,32,40090,,0
55357,suzuki25,,36,26602,,0
55358,bajaj,,44,25787,,0
55359,bajaj1,,26,31590,,0
55360,honda,,40,24002,,0
55361,suzuki,,34,43194,,0
55362,suzuki25,,42,49025,,0
55363,bajaj,,24,38254,,0
55364,bajaj1,,63,33742,,0
55365,honda,,31,29484,,0
55366,suzuki,,29,39896,,0
55367,suzuki25,,44,32699,,0
55368,bajaj,,52,36795,,0
55369,bajaj1,,54,49458,,0
55370,honda,,28,48209,,0
55371,suzuki,,38,21093,,0
55372,suzuki25,,69,41803,,0
55373,bajaj,,29,21412,,0
55374,bajaj1,,32,33153,,0
55375,honda,,67,21413,,0
55376,suzuki,,39,40839,,0
55377,suzuki25,,58,50366,,0
55378,bajaj,,28,36993,,0
55379,bajaj1,,24,21079,,0
55380,honda,,25,21304,,0
55381,suzuki,,44,43680,,0
55382,suzuki25,,24,35181,,0
55383,bajaj,,38,36991,,0
55384,bajaj1,,35,47469,,0
55385,honda,,69,51661,,0
55386,suzuki,,62,52709,,0
55387,suzuki25,,25,48577,,0
55388,bajaj,,50,51192,,0
55389,bajaj1,,53,22444,,0
55390,honda,,35,22415,,0
55391,suzuki,,49,33255,,0
55392,suzuki25,,67,52720,,0
55393,bajaj,,25,52490,,0
55394,bajaj1,,45,40595,,0
55395,honda,,27,38751,,0
55396,suzuki,,50,25136,,0
55397,suzuki25,,60,51351,,0
55398,bajaj,,39,36893,,0
55399,bajaj1,,44,30139,,0
55400,honda,,67,25047,,0
55401,suzuki,,36,33125,,0
55402,suzuki25,,64,38111,,0
55403,bajaj,,55,35887,,0
55404,bajaj1,,38,32455,,0
55405,honda,,26,51564,,0
55406,suzuki,,25,42892,,0
55407,suzuki25,,58,35862,,0
55408,bajaj,,50,24102,,0
55409,bajaj1,,68,40968,,0
55410,honda,,35,31582,,0
55411,suzuki,,34,50029,,0
55412,suzuki25,,40,50912,,0
55413,bajaj,,25,21625,,0
55414,bajaj1,,47,45713,,0
55415,honda,,45,34647,,0
55416,suzuki,,62,24610,,0
55417,suzuki25,,47,47202,,0
55418,bajaj,,25,42214,,0
55419,bajaj1,,38,44695,,0
55420,honda,,32,32736,,0
55421,suzuki,,64,25162,,0
55422,suzuki25,,37,46625,,0
55423,bajaj,,31,39961,,0
55424,bajaj1,,44,35153,,0
55425,honda,,51,32799,,0
55426,suzuki,,39,48267,,0
55427,suzuki25,,54,22890,,0
55428,bajaj,,25,23406,,0
55429,bajaj1,,58,47534,,0
55430,honda,,20,30576,,0
55431,suzuki,,21,49466,,0
55432,suzuki25,,39,20342,,0
55433,bajaj,,56,41772,,0
55434,bajaj1,,25,38306,,0
55435,honda,,35,47585,,0
55436,suzuki,,36,51052,,0
55437,suzuki25,,29,49072,,0
55438,bajaj,,67,52213,,0
55439,bajaj1,,41,32728,,0
55440,honda,,27,52375,,0
55441,suzuki,,51,37814,,0
55442,suzuki25,,41,31681,,0
55443,bajaj,,26,32828,,0
55444,bajaj1,,33,48642,,0
55445,honda,,27,51102,,0
55446,suzuki,,52,26979,,0
55447,suzuki25,,49,49998,,0
55448,bajaj,,53,36602,,0
55449,bajaj1,,62,23083,,0
55450,honda,,62,33468,,0
55451,suzuki,,47,26358,,0
55452,suzuki25,,56,38291,,0
55453,bajaj,,57,25349,,0
55454,bajaj1,,25,46513,,0
55455,honda,,30,43323,,0
55456,suzuki,,35,26915,,0
55457,suzuki25,,37,25911,,0
55458,bajaj,,21,22185,,0
55459,bajaj1,,51,33484,,0
55460,honda,,29,20677,,0
55461,suzuki,,41,45489,,0
55462,suzuki25,,41,38674,,0
55463,bajaj,,45,20858,,0
55464,bajaj1,,64,49623,,0
55465,honda,,56,22983,,0
55466,suzuki,,37,35804,,0
55467,suzuki25,,55,37564,,0
55468,bajaj,,36,28284,,0
55469,bajaj1,,32,45489,,0
55470,honda,,24,50172,,0
55471,suzuki,,28,44586,,0
55472,suzuki25,,67,25627,,0
55473,bajaj,,59,25353,,0
55474,bajaj1,,66,28394,,0
55475,honda,,37,20482,,0
55476,suzuki,,32,47582,,0
55477,suzuki25,,23,36688,,0
55478,bajaj,,34,37668,,0
55479,bajaj1,,26,21414,,0
55480,honda,,66,20276,,0
55481,suzuki,,43,33385,,0
55482,suzuki25,,40,21673,,0
55483,bajaj,,51,48668,,0
55484,bajaj1,,36,39504,,0
55485,honda,,65,29980,,0
55486,suzuki,,52,52095,,0
55487,suzuki25,,66,51341,,0
55488,bajaj,,28,34472,,0
55489,bajaj1,,26,24468,,0
55490,honda,,34,27181,,0
55491,suzuki,,28,31430,,0
55492,suzuki25,,34,25462,,0
55493,bajaj,,24,23521,,0
55494,bajaj1,,53,29762,,0
55495,honda,,67,21946,,0
55496,suzuki,,40,25146,,0
55497,suzuki25,,55,39031,,0
55498,bajaj,,61,33996,,0
55499,bajaj1,,37,36350,,0
55500,honda,,21,42294,,0
55501,suzuki,,63,23214,,0
55502,suzuki25,,61,42209,,0
55503,bajaj,,33,22092,,0
55504,bajaj1,,59,24049,,0
55505,honda,,42,37184,,0
55506,suzuki,,33,29210,,0
55507,suzuki25,,21,47617,,0
55508,bajaj,,57,31669,,0
55509,bajaj1,,54,30414,,0
55510,honda,,52,21779,,0
55511,suzuki,,22,34719,,0
55512,suzuki25,,54,27153,,0
55513,bajaj,,36,50267,,0
55514,bajaj1,,43,51180,,0
55515,honda,,31,52043,,0
55516,suzuki,,28,24407,,0
55517,suzuki25,,25,29647,,0
55518,bajaj,,42,44235,,0
55519,bajaj1,,48,22863,,0
55520,honda,,38,47903,,0
55521,suzuki,,42,37493,,0
55522,suzuki25,,42,46168,,0
55523,bajaj,,65,26777,,0
55524,bajaj1,,64,29890,,0
55525,honda,,53,41853,,0
55526,suzuki,,42,21568,,0
55527,suzuki25,,38,48443,,0
55528,bajaj,,28,39392,,0
55529,bajaj1,,26,37499,,0
55530,honda,,68,52658,,0
55531,suzuki,,42,25321,,0
55532,suzuki25,,63,23771,,0
55533,bajaj,,31,46567,,0
55534,bajaj1,,25,50149,,0
55535,honda,,38,30590,,0
55536,suzuki,,63,45913,,0
55537,suzuki25,,35,24987,,0
55538,bajaj,,60,25232,,0
55539,bajaj1,,48,34168,,0
55540,honda,,55,33990,,0
55541,suzuki,,24,35160,,0
55542,suzuki25,,32,38000,,0
55543,bajaj,,27,28279,,0
55544,bajaj1,,56,26831,,0
55545,honda,,39,29505,,0
55546,suzuki,,54,51654,,0
55547,suzuki25,,22,26050,,0
55548,bajaj,,48,30185,,0
55549,bajaj1,,23,31326,,0
55550,honda,,36,20182,,0
55551,suzuki,,63,31426,,0
55552,suzuki25,,33,40904,,0
55553,bajaj,,61,24858,,0
55554,bajaj1,,57,45673,,0
55555,honda,,41,45956,,0
55556,suzuki,,28,42472,,0
55557,suzuki25,,30,46021,,0
55558,bajaj,,42,48204,,0
55559,bajaj1,,26,46908,,0
55560,honda,,61,37384,,0
55561,suzuki,,55,47892,,0
55562,suzuki25,,68,29647,,0
55563,bajaj,,23,35005,,0
55564,bajaj1,,47,50857,,0
55565,honda,,34,32412,,0
55566,suzuki,,62,46663,,0
55567,suzuki25,,39,20737,,0
55568,bajaj,,37,40339,,0
55569,bajaj1,,37,22362,,0
55570,honda,,53,23948,,0
55571,suzuki,,55,47527,,0
55572,suzuki25,,40,38481,,0
55573,bajaj,,44,37422,,0
55574,bajaj1,,20,30331,,0
55575,honda,,52,22384,,0
55576,suzuki,,43,38064,,0
55577,suzuki25,,63,41563,,0
55578,bajaj,,37,34678,,0
55579,bajaj1,,21,42177,,0
55580,honda,,39,44868,,0
55581,suzuki,,61,25609,,0
55582,suzuki25,,38,26335,,0
55583,bajaj,,65,35877,,0
55584,bajaj1,,66,36324,,0
55585,honda,,25,28356,,0
55586,suzuki,,58,41376,,0
55587,suzuki25,,66,33480,,0
55588,bajaj,,49,22568,,0
55589,bajaj1,,52,30714,,0
55590,honda,,57,29094,,0
55591,suzuki,,33,45820,,0
55592,suzuki25,,68,46066,,0
55593,bajaj,,48,50560,,0
55594,bajaj1,,38,50274,,0
55595,honda,,57,46776,,0
55596,suzuki,,44,21474,,0
55597,suzuki25,,47,45069,,0
55598,bajaj,,56,20807,,0
55599,bajaj1,,34,25108,,0
55600,honda,,28,38368,,0
55601,suzuki,,32,46526,,0
55602,suzuki25,,49,49230,,0
55603,bajaj,,29,40399,,0
55604,bajaj1,,65,45462,,0
55605,honda,,67,40081,,0
55606,suzuki,,25,24693,,0
55607,suzuki25,,58,20937,,0
55608,bajaj,,39,30452,,0
55609,bajaj1,,55,42218,,0
55610,honda,,30,28219,,0
55611,suzuki,,31,24457,,0
55612,suzuki25,,30,40106,,0
55613,bajaj,,58,52241,,0
55614,bajaj1,,22,27174,,0
55615,honda,,46,44216,,0
55616,suzuki,,35,40625,,0
55617,suzuki25,,43,40625,,0
55618,bajaj,,42,32574,,0
55619,bajaj1,,38,48547,,0
55620,honda,,67,44227,,0
55621,suzuki,,66,39771,,0
55622,suzuki25,,22,31119,,0
55623,bajaj,,28,24510,,0
55624,bajaj1,,45,43230,,0
55625,honda,,42,42241,,0
55626,suzuki,,32,52395,,0
55627,suzuki25,,69,25628,,0
55628,bajaj,,56,46533,,0
55629,bajaj1,,30,34171,,0
55630,honda,,35,43557,,0
55631,suzuki,,20,27127,,0
55632,suzuki25,,57,21887,,0
55633,bajaj,,38,32774,,0
55634,bajaj1,,35,43031,,0
55635,honda,,56,47406,,0
55636,suzuki,,25,38870,,0
55637,suzuki25,,35,29632,,0
55638,bajaj,,42,30621,,0
55639,bajaj1,,37,44226,,0
55640,honda,,30,22745,,0
55641,suzuki,,62,36397,,0
55642,suzuki25,,63,43864,,0
55643,bajaj,,47,44377,,0
55644,bajaj1,,31,36699,,0
55645,honda,,69,36277,,0
55646,suzuki,,61,36332,,0
55647,suzuki25,,60,48059,,0
55648,bajaj,,44,43889,,0
55649,bajaj1,,42,37923,,0
55650,honda,,69,34946,,0
55651,suzuki,,68,35671,,0
55652,suzuki25,,56,34040,,0
55653,bajaj,,22,35112,,0
55654,bajaj1,,54,39238,,0
55655,honda,,44,44223,,0
55656,suzuki,,22,23053,,0
55657,suzuki25,,59,36054,,0
55658,bajaj,,28,23018,,0
55659,bajaj1,,48,51240,,0
55660,honda,,37,23955,,0
55661,suzuki,,63,31269,,0
55662,suzuki25,,34,38434,,0
55663,bajaj,,43,26603,,0
55664,bajaj1,,20,21936,,0
55665,honda,,22,31090,,0
55666,suzuki,,66,29222,,0
55667,suzuki25,,56,21254,,0
55668,bajaj,,54,51792,,0
55669,bajaj1,,20,41723,,0
55670,honda,,29,41267,,0
55671,suzuki,,66,30620,,0
55672,suzuki25,,22,50081,,0
55673,bajaj,,61,45412,,0
55674,bajaj1,,20,44042,,0
55675,honda,,21,25969,,0
55676,suzuki,,54,39061,,0
55677,suzuki25,,44,50229,,0
55678,bajaj,,28,51055,,0
55679,bajaj1,,64,22639,,0
55680,honda,,43,52579,,0
55681,suzuki,,44,45657,,0
55682,suzuki25,,69,47788,,0
55683,bajaj,,49,21283,,0
55684,bajaj1,,25,33287,,0
55685,honda,,50,27809,,0
55686,suzuki,,41,22028,,0
55687,suzuki25,,67,51521,,0
55688,bajaj,,64,28861,,0
55689,bajaj1,,38,28735,,0
55690,honda,,67,31072,,0
55691,suzuki,,54,23068,,0
55692,suzuki25,,21,31882,,0
55693,bajaj,,21,51532,,0
55694,bajaj1,,66,43645,,0
55695,honda,,69,39727,,0
55696,suzuki,,57,20403,,0
55697,suzuki25,,51,42306,,0
55698,bajaj,,27,48059,,0
55699,bajaj1,,52,29335,,0
55700,honda,,34,35396,,0
55701,suzuki,,47,30082,,0
55702,suzuki25,,32,33400,,0
55703,bajaj,,54,33174,,0
55704,bajaj1,,38,32907,,0
55705,honda,,53,41423,,0
55706,suzuki,,51,40339,,0
55707,suzuki25,,36,40721,,0
55708,bajaj,,28,35226,,0
55709,bajaj1,,35,51921,,0
55710,honda,,27,52209,,0
55711,suzuki,,47,25106,,0
55712,suzuki25,,64,24008,,0
55713,bajaj,,28,40084,,0
55714,bajaj1,,57,21244,,0
55715,honda,,63,48200,,0
55716,suzuki,,29,34096,,0
55717,suzuki25,,51,45318,,0
55718,bajaj,,66,29983,,0
55719,bajaj1,,31,42114,,0
55720,honda,,67,22064,,0
55721,suzuki,,32,33405,,0
55722,suzuki25,,40,30796,,0
55723,bajaj,,28,20792,,0
55724,bajaj1,,31,33772,,0
55725,honda,,51,28206,,0
55726,suzuki,,62,48246,,0
55727,suzuki25,,63,33538,,0
55728,bajaj,,47,48329,,0
55729,bajaj1,,41,50871,,0
55730,honda,,27,25110,,0
55731,suzuki,,44,24351,,0
55732,suzuki25,,64,22771,,0
55733,bajaj,,54,30358,,0
55734,bajaj1,,60,32938,,0
55735,honda,,63,23024,,0
55736,suzuki,,65,39127,,0
55737,suzuki25,,63,45743,,0
55738,bajaj,,55,27954,,0
55739,bajaj1,,24,45433,,0
55740,honda,,46,29609,,0
55741,suzuki,,47,48330,,0
55742,suzuki25,,68,37042,,0
55743,bajaj,,30,30695,,0
55744,bajaj1,,27,30175,,0
55745,honda,,51,46611,,0
55746,suzuki,,26,20146,,0
55747,suzuki25,,37,44548,,0
55748,bajaj,,26,44980,,0
55749,bajaj1,,22,33176,,0
55750,honda,,65,31681,,0
55751,suzuki,,55,28101,,0
55752,suzuki25,,62,45990,,0
55753,bajaj,,29,46798,,0
55754,bajaj1,,55,25582,,0
55755,honda,,43,42173,,0
55756,suzuki,,36,42232,,0
55757,suzuki25,,46,41997,,0
55758,bajaj,,52,24909,,0
55759,bajaj1,,36,24231,,0
55760,honda,,47,22065,,0
55761,suzuki,,29,24848,,0
55762,suzuki25,,31,33400,,0
55763,bajaj,,38,40928,,0
55764,bajaj1,,24,30619,,0
55765,honda,,50,29046,,0
55766,suzuki,,39,49419,,0
55767,suzuki25,,49,20458,,0
55768,bajaj,,25,21957,,0
55769,bajaj1,,23,30531,,0
55770,honda,,34,51239,,0
55771,suzuki,,51,46058,,0
55772,suzuki25,,36,43010,,0
55773,bajaj,,48,30047,,0
55774,bajaj1,,21,51952,,0
55775,honda,,51,31019,,0
55776,suzuki,,33,28392,,0
55777,suzuki25,,55,41494,,0
55778,bajaj,,22,27407,,0
55779,bajaj1,,47,20377,,0
55780,honda,,22,25297,,0
55781,suzuki,,28,51606,,0
55782,suzuki25,,58,44849,,0
55783,bajaj,,58,37959,,0
55784,bajaj1,,44,29277,,0
55785,honda,,33,49269,,0
55786,suzuki,,22,35206,,0
55787,suzuki25,,57,35818,,0
55788,bajaj,,54,20718,,0
55789,bajaj1,,66,26152,,0
55790,honda,,36,28227,,0
55791,suzuki,,20,44379,,0
55792,suzuki25,,67,38187,,0
55793,bajaj,,61,46989,,0
55794,bajaj1,,47,31264,,0
55795,honda,,54,31769,,0
55796,suzuki,,50,26494,,0
55797,suzuki25,,22,29026,,0
55798,bajaj,,66,43226,,0
55799,bajaj1,,24,29380,,0
55800,honda,,24,49302,,0
55801,suzuki,,28,49867,,0
55802,suzuki25,,53,39858,,0
55803,bajaj,,50,32163,,0
55804,bajaj1,,46,47077,,0
55805,honda,,23,36816,,0
55806,suzuki,,60,28653,,0
55807,suzuki25,,68,34079,,0
55808,bajaj,,32,25123,,0
55809,bajaj1,,66,50141,,0
55810,honda,,25,42322,,0
55811,suzuki,,43,34886,,0
55812,suzuki25,,44,49097,,0
55813,bajaj,,32,46144,,0
55814,bajaj1,,47,38063,,0
55815,honda,,22,51018,,0
55816,suzuki,,61,48023,,0
55817,suzuki25,,69,37551,,0
55818,bajaj,,64,30292,,0
55819,bajaj1,,44,32255,,0
55820,honda,,56,47375,,0
55821,suzuki,,23,28607,,0
55822,suzuki25,,27,30871,,0
55823,bajaj,,63,44640,,0
55824,bajaj1,,66,45815,,0
55825,honda,,39,52590,,0
55826,suzuki,,28,26190,,0
55827,suzuki25,,62,31498,,0
55828,bajaj,,24,27099,,0
55829,bajaj1,,63,49562,,0
55830,honda,,66,23896,,0
55831,suzuki,,49,37311,,0
55832,suzuki25,,67,41609,,0
55833,bajaj,,26,43144,,0
55834,bajaj1,,63,38164,,0
55835,honda,,54,42469,,0
55836,suzuki,,33,29843,,0
55837,suzuki25,,43,26462,,0
55838,bajaj,,57,46312,,0
55839,bajaj1,,52,31492,,0
55840,honda,,59,43216,,0
55841,suzuki,,26,48808,,0
55842,suzuki25,,64,47804,,0
55843,bajaj,,35,32588,,0
55844,bajaj1,,47,42972,,0
55845,honda,,53,44247,,0
55846,suzuki,,30,29052,,0
55847,suzuki25,,67,30221,,0
55848,bajaj,,59,30867,,0
55849,bajaj1,,54,24765,,0
55850,honda,,58,30617,,0
55851,suzuki,,31,45628,,0
55852,suzuki25,,44,20122,,0
55853,bajaj,,27,48147,,0
55854,bajaj1,,23,21897,,0
55855,honda,,62,24821,,0
55856,suzuki,,38,43222,,0
55857,suzuki25,,32,26100,,0
55858,bajaj,,44,42050,,0
55859,bajaj1,,48,25588,,0
55860,honda,,24,32755,,0
55861,suzuki,,46,27999,,0
55862,suzuki25,,49,50115,,0
55863,bajaj,,67,48154,,0
55864,bajaj1,,41,34014,,0
55865,honda,,45,31672,,0
55866,suzuki,,46,41356,,0
55867,suzuki25,,27,33774,,0
55868,bajaj,,61,28491,,0
55869,bajaj1,,60,38727,,0
55870,honda,,69,36641,,0
55871,suzuki,,27,31257,,0
55872,suzuki25,,30,23600,,0
55873,bajaj,,44,30136,,0
55874,bajaj1,,49,43147,,0
55875,honda,,33,39913,,0
55876,suzuki,,21,48200,,0
55877,suzuki25,,52,24218,,0
55878,bajaj,,65,51927,,0
55879,bajaj1,,30,20432,,0
55880,honda,,37,21138,,0
55881,suzuki,,44,40416,,0
55882,suzuki25,,26,39572,,0
55883,bajaj,,22,40930,,0
55884,bajaj1,,40,49871,,0
55885,honda,,23,34403,,0
55886,suzuki,,39,39513,,0
55887,suzuki25,,64,33882,,0
55888,bajaj,,39,45063,,0
55889,bajaj1,,23,33885,,0
55890,honda,,49,20797,,0
55891,suzuki,,33,48661,,0
55892,suzuki25,,20,27396,,0
55893,bajaj,,26,49136,,0
55894,bajaj1,,41,33117,,0
55895,honda,,52,49429,,0
55896,suzuki,,36,45270,,0
55897,suzuki25,,66,20381,,0
55898,bajaj,,36,28250,,0
55899,bajaj1,,21,44800,,0
55900,honda,,25,31053,,0
55901,suzuki,,24,31437,,0
55902,suzuki25,,34,46041,,0
55903,bajaj,,30,24991,,0
55904,bajaj1,,49,21890,,0
55905,honda,,61,35916,,0
55906,suzuki,,46,44033,,0
55907,suzuki25,,35,34143,,0
55908,bajaj,,59,24143,,0
55909,bajaj1,,65,46281,,0
55910,honda,,33,26112,,0
55911,suzuki,,58,50131,,0
55912,suzuki25,,22,45778,,0
55913,bajaj,,61,32087,,0
55914,bajaj1,,46,44166,,0
55915,honda,,27,32304,,0
55916,suzuki,,62,34542,,0
55917,suzuki25,,38,51695,,0
55918,bajaj,,40,40008,,0
55919,bajaj1,,65,38863,,0
55920,honda,,50,49610,,0
55921,suzuki,,44,27628,,0
55922,suzuki25,,32,51838,,0
55923,bajaj,,38,20655,,0
55924,bajaj1,,59,44112,,0
55925,honda,,61,50317,,0
55926,suzuki,,39,31590,,0
55927,suzuki25,,49,45041,,0
55928,bajaj,,41,44975,,0
55929,bajaj1,,34,30582,,0
55930,honda,,33,26815,,0
55931,suzuki,,69,32346,,0
55932,suzuki25,,34,41946,,0
55933,bajaj,,42,44336,,0
55934,bajaj1,,60,38990,,0
55935,honda,,52,20692,,0
55936,suzuki,,66,44550,,0
55937,suzuki25,,53,26020,,0
55938,bajaj,,67,49757,,0
55939,bajaj1,,52,41709,,0
55940,honda,,31,44848,,0
55941,suzuki,,37,23204,,0
55942,suzuki25,,36,51255,,0
55943,bajaj,,55,33111,,0
55944,bajaj1,,30,49813,,0
55945,honda,,25,29282,,0
55946,suzuki,,41,47789,,0
55947,suzuki25,,38,50278,,0
55948,bajaj,,46,52280,,0
55949,bajaj1,,66,49655,,0
55950,honda,,22,28820,,0
55951,suzuki,,32,23189,,0
55952,suzuki25,,26,38751,,0
55953,bajaj,,65,40926,,0
55954,bajaj1,,64,44357,,0
55955,honda,,65,41729,,0
55956,suzuki,,55,34070,,0
55957,suzuki25,,58,50806,,0
55958,bajaj,,68,22300,,0
55959,bajaj1,,35,22509,,0
55960,honda,,26,51883,,0
55961,suzuki,,29,34436,,0
55962,suzuki25,,54,48633,,0
55963,bajaj,,36,35132,,0
55964,bajaj1,,36,49200,,0
55965,honda,,63,35246,,0
55966,suzuki,,36,29122,,0
55967,suzuki25,,29,42746,,0
55968,bajaj,,63,48893,,0
55969,bajaj1,,31,42241,,0
55970,honda,,56,43231,,0
55971,suzuki,,44,39892,,0
55972,suzuki25,,31,36907,,0
55973,bajaj,,34,47979,,0
55974,bajaj1,,47,46780,,0
55975,honda,,23,30619,,0
55976,suzuki,,39,27418,,0
55977,suzuki25,,41,45122,,0
55978,bajaj,,38,37451,,0
55979,bajaj1,,43,43461,,0
55980,honda,,62,33772,,0
55981,suzuki,,68,27068,,0
55982,suzuki25,,51,27776,,0
55983,bajaj,,27,52203,,0
55984,bajaj1,,61,43527,,0
55985,honda,,33,25461,,0
55986,suzuki,,47,22227,,0
55987,suzuki25,,68,31820,,0
55988,bajaj,,61,30359,,0
55989,bajaj1,,56,20716,,0
55990,honda,,38,31169,,0
55991,suzuki,,68,51273,,0
55992,suzuki25,,63,35593,,0
55993,bajaj,,66,20485,,0
55994,bajaj1,,30,23370,,0
55995,honda,,54,42727,,0
55996,suzuki,,55,24465,,0
55997,suzuki25,,25,43913,,0
55998,bajaj,,69,46452,,0
55999,bajaj1,,53,33616,,0
56000,honda,,42,41382,,0
56001,suzuki,,34,44449,,0
56002,suzuki25,,59,23752,,0
56003,bajaj,,59,22354,,0
56004,bajaj1,,66,41601,,0
56005,honda,,38,33375,,0
56006,suzuki,,62,46800,,0
56007,suzuki25,,45,21983,,0
56008,bajaj,,47,21921,,0
56009,bajaj1,,32,43574,,0
56010,honda,,41,49311,,0
56011,suzuki,,36,42379,,0
56012,suzuki25,,65,24394,,0
56013,bajaj,,22,31869,,0
56014,bajaj1,,59,42313,,0
56015,honda,,64,43793,,0
56016,suzuki,,65,45825,,0
56017,suzuki25,,35,47599,,0
56018,bajaj,,36,25702,,0
56019,bajaj1,,68,25551,,0
56020,honda,,40,49681,,0
56021,suzuki,,61,44846,,0
56022,suzuki25,,43,34964,,0
56023,bajaj,,26,20549,,0
56024,bajaj1,,59,47626,,0
56025,honda,,37,26427,,0
56026,suzuki,,31,28146,,0
56027,suzuki25,,39,28314,,0
56028,bajaj,,40,21309,,0
56029,bajaj1,,28,28160,,0
56030,honda,,47,39077,,0
56031,suzuki,,29,50455,,0
56032,suzuki25,,40,44865,,0
56033,bajaj,,22,41670,,0
56034,bajaj1,,39,39766,,0
56035,honda,,58,31913,,0
56036,suzuki,,25,51057,,0
56037,suzuki25,,48,39615,,0
56038,bajaj,,55,36274,,0
56039,bajaj1,,58,35683,,0
56040,honda,,69,27499,,0
56041,suzuki,,35,37758,,0
56042,suzuki25,,46,37610,,0
56043,bajaj,,24,28410,,0
56044,bajaj1,,55,20370,,0
56045,honda,,22,30074,,0
56046,suzuki,,41,28721,,0
56047,suzuki25,,24,30536,,0
56048,bajaj,,47,43917,,0
56049,bajaj1,,53,26254,,0
56050,honda,,35,45888,,0
56051,suzuki,,35,41162,,0
56052,suzuki25,,40,26822,,0
56053,bajaj,,49,27772,,0
56054,bajaj1,,44,26837,,0
56055,honda,,35,32545,,0
56056,suzuki,,35,24812,,0
56057,suzuki25,,58,40805,,0
56058,bajaj,,22,25391,,0
56059,bajaj1,,60,46997,,0
56060,honda,,50,44146,,0
56061,suzuki,,61,27731,,0
56062,suzuki25,,42,37012,,0
56063,bajaj,,43,35725,,0
56064,bajaj1,,21,33038,,0
56065,honda,,53,26544,,0
56066,suzuki,,27,25035,,0
56067,suzuki25,,20,29464,,0
56068,bajaj,,32,41019,,0
56069,bajaj1,,45,45004,,0
56070,honda,,42,49315,,0
56071,suzuki,,62,51048,,0
56072,suzuki25,,66,21943,,0
56073,bajaj,,54,24410,,0
56074,bajaj1,,26,38506,,0
56075,honda,,63,32081,,0
56076,suzuki,,20,34309,,0
56077,suzuki25,,30,36851,,0
56078,bajaj,,32,25206,,0
56079,bajaj1,,38,28623,,0
56080,honda,,66,52459,,0
56081,suzuki,,39,27794,,0
56082,suzuki25,,50,24736,,0
56083,bajaj,,56,47741,,0
56084,bajaj1,,61,44021,,0
56085,honda,,41,21526,,0
56086,suzuki,,34,49092,,0
56087,suzuki25,,38,42014,,0
56088,bajaj,,62,51441,,0
56089,bajaj1,,27,35780,,0
56090,honda,,36,26691,,0
56091,suzuki,,46,39192,,0
56092,suzuki25,,47,48242,,0
56093,bajaj,,41,33218,,0
56094,bajaj1,,47,21121,,0
56095,honda,,56,46580,,0
56096,suzuki,,38,28749,,0
56097,suzuki25,,38,40861,,0
56098,bajaj,,31,28007,,0
56099,bajaj1,,55,25056,,0
56100,honda,,63,36383,,0
56101,suzuki,,59,44228,,0
56102,suzuki25,,25,38113,,0
56103,bajaj,,41,31021,,0
56104,bajaj1,,53,32197,,0
56105,honda,,27,49419,,0
56106,suzuki,,58,39009,,0
56107,suzuki25,,30,34769,,0
56108,bajaj,,47,29666,,0
56109,bajaj1,,54,50985,,0
56110,honda,,27,20827,,0
56111,suzuki,,37,37861,,0
56112,suzuki25,,48,36956,,0
56113,bajaj,,58,36665,,0
56114,bajaj1,,33,51655,,0
56115,honda,,68,30760,,0
56116,suzuki,,51,36063,,0
56117,suzuki25,,61,28989,,0
56118,bajaj,,41,29346,,0
56119,bajaj1,,46,20091,,0
56120,honda,,28,31577,,0
56121,suzuki,,52,32662,,0
56122,suzuki25,,23,27245,,0
56123,bajaj,,65,27236,,0
56124,bajaj1,,41,38012,,0
56125,honda,,38,51598,,0
56126,suzuki,,65,21420,,0
56127,suzuki25,,53,25483,,0
56128,bajaj,,57,38463,,0
56129,bajaj1,,33,44495,,0
56130,honda,,51,47976,,0
56131,suzuki,,44,45119,,0
56132,suzuki25,,39,45661,,0
56133,bajaj,,58,48361,,0
56134,bajaj1,,58,36782,,0
56135,honda,,50,20466,,0
56136,suzuki,,26,36053,,0
56137,suzuki25,,59,43983,,0
56138,bajaj,,46,42510,,0
56139,bajaj1,,47,34232,,0
56140,honda,,55,51817,,0
56141,suzuki,,58,22106,,0
56142,suzuki25,,24,21021,,0
56143,bajaj,,50,41677,,0
56144,bajaj1,,35,44831,,0
56145,honda,,29,20933,,0
56146,suzuki,,54,35827,,0
56147,suzuki25,,57,24844,,0
56148,bajaj,,61,52419,,0
56149,bajaj1,,68,36656,,0
56150,honda,,23,42670,,0
56151,suzuki,,33,52601,,0
56152,suzuki25,,23,49506,,0
56153,bajaj,,33,36381,,0
56154,bajaj1,,49,38637,,0
56155,honda,,33,49847,,0
56156,suzuki,,63,34256,,0
56157,suzuki25,,38,40694,,0
56158,bajaj,,20,51541,,0
56159,bajaj1,,39,29586,,0
56160,honda,,32,52259,,0
56161,suzuki,,32,46469,,0
56162,suzuki25,,46,35088,,0
56163,bajaj,,64,34167,,0
56164,bajaj1,,53,28214,,0
56165,honda,,55,52090,,0
56166,suzuki,,40,30281,,0
56167,suzuki25,,36,47863,,0
56168,bajaj,,65,27688,,0
56169,bajaj1,,54,21224,,0
56170,honda,,68,36017,,0
56171,suzuki,,25,44616,,0
56172,suzuki25,,30,31450,,0
